#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
261_OPTA;I knew something good was going to happen!;Je savais que quelque chose de bien allait arriver !;Ich wusste, dass etwas Gutes sich ereignen würde!;;¡Sabía que acontecería algo bueno!;;;;;;;;;x
EVTDESC_MNM_7834;Despite my best efforts, one misplaced word was all that was needed for [corrupt_priest_target.GetTitledFirstName] to take offense from my suggestion. [corrupt_priest_target.GetSheHeCap] stormed out of the room indignantly, and what's far worse, [corrupt_priest_target.GetSheHe] outed my supposed 'wickedness' to everyone!;Malgré mes efforts, un mot déplacé fut tout ce qui était nécessaire pour [corrupt_priest_target.Get_le_TitledFirstName] pour s'offusquer de ma suggestion. [corrupt_priest_target.GetIlElleCap] sortit de la salle indigné[corrupt_priest_target.Get_E], et, ce qui est bien pire, [corrupt_priest_target.GetIlElle] a dévoilé ma supposée 'méchanceté' à tout le monde !;Trotz meiner besten Bemühungen hat nur ein falsches Wort gereicht, um [corrupt_priest_target.GetTitledFirstName] mit meinem Vorschlag zu beleidigen. [corrupt_priest_target.GetSheHeCap] ist empört aus dem Zimmer gestürmt und, was noch schlimmer ist, [corrupt_priest_target.GetSheHe] hat allen von meiner "Durchtriebenheit" erzählt!;;A pesar de mis esfuerzos, una palabra inapropiada bastó para que [corrupt_priest_target.GetTitledFirstName] se ofendiera con mi propuesta. Se levantó con gesto indignado y salió de la habitación a zancadas. Lo peor de todo es que ha expuesto mi supuesta maldad.;;;;;;;;;x
EVTDESC_MNM_7835_remove_charitable;[corrupt_priest_target.GetTitledFirstName] at times seems almost reluctant to give to others. With a good example [corrupt_priest_target.GetSheHe] could be acquainted with the joys of keeping wealth to yourself. I shall write the invitation...;[corrupt_priest_target.Get_Le_TitledFirstName] semble parfois presque réticent[corrupt_priest_target.Get_E] à donner à d'autres. Avec un bon exemple, [corrupt_priest_target.GetIlElle] pourrait être familiarisé[corrupt_priest_target.Get_E] avec le plaisir de garder la richesse pour soi. Je vais rédiger l'invitation...;[corrupt_priest_target.GetTitledFirstName] scheint sich manchmal schwerzutun, anderen zu geben. Mit einem guten Beispiel könnte [corrupt_priest_target.GetSheHe] mit dem Gedanken konfrontiert werden, dass es um ein Vielfaches besser wäre, alles für sich selbst zu behalten. Ich werde unverzüglich eine Einladung schreiben ...;;A veces [corrupt_priest_target.GetTitledFirstName] se muestra reticente a compartir con los demás. Debo hablarle de la felicidad que brinda acumular toda la riqueza para uno mismo. Voy a redactar la invitación.;;;;;;;;;x
EVTDESC_MNM_7835_remove_chaste;A lingering touch here, slightly too long a glance there... [corrupt_priest_target.GetTitledFirstName] might not be entirely as chaste as [corrupt_priest_target.GetSheHe] pretends to be. I have just the servant for [corrupt_priest_target.GetHerHim] to meet. I shall write the invitation...;Un contact persistant et un regard qui en dit long... [corrupt_priest_target.Get_Le_TitledFirstName] pourrait ne pas être aussi chaste que ce qu'[corrupt_priest_target.GetIlElle] prétend. Parmi mes domestiques, j'ai la personne idéale pour l'aider à se libérer. Je vais rédiger l'invitation...;Hier eine lange Berührung, da ein etwas zu langer Blick ... [corrupt_priest_target.GetTitledFirstName] mag nicht so keusch sein, wie [corrupt_priest_target.GetSheHe] sich gibt. Ich kenne genau den richtigen Bediensteten für [corrupt_priest_target.GetHerHim]. Ich werde unverzüglich eine Einladung schreiben ...;;Una caricia sin querer, una mirada que se clava... Yo diría que [corrupt_priest_target.GetTitledFirstName] no es tan decente como parece. Quiero presentarle a alguien que creo que desatará sus más bajos instintos. Voy a redactar la invitación.;;;;;;;;;x
EVTDESC_MNM_7835_remove_diligent;It's almost as if [corrupt_priest_target.GetTitledFirstName] works hard because [corrupt_priest_target.GetSheHe] has been taught to, and not because [corrupt_priest_target.GetSheHe] believes [corrupt_priest_target.GetSheHe] should. I should show [corrupt_priest_target.GetHerHim] that it is alright not to be a slave to hard work. I shall write the invitation...;C'est presque comme si [corrupt_priest_target.Get_le_TitledFirstName] travaillait dur parce qu'on le lui a enseigné, et non parce qu'[corrupt_priest_target.GetIlElle] croit qu'[corrupt_priest_target.GetIlElle] le doit. Je devrais lui montrer que c'est acceptable de ne pas être l'esclave d'un dur labeur. Je vais rédiger l'invitation...;Es ist fast, als ob [corrupt_priest_target.GetTitledFirstName] schwer arbeitet, weil [corrupt_priest_target.GetSheHe] es so gelernt hat und nicht, weil [corrupt_priest_target.GetSheHe] davon überzeugt ist. Ich sollte [corrupt_priest_target.Getihmihr] zeigen, dass sich niemand mit harter Arbeit züchtigen muss. Ich werde unverzüglich eine Einladung schreiben ...;;Yo diría que [corrupt_priest_target.GetTitledFirstName] trabaja duro porque siente la obligación de hacerlo, no porque quiera. Debo enseñarle que no tiene nada de malo disfrutar de la vida y no vivir como un esclavo. Voy a redactar la invitación.;;;;;;;;;x
EVTDESC_MNM_7835_remove_honest;Honesty has more than once gotten [corrupt_priest_target.GetTitledFirstName] into trouble. [corrupt_priest_target.GetSheHeCap] should learn how to avoid it by using little white lies. I shall write the invitation...;L'honnêteté a plus d'une fois mis [corrupt_priest_target.Get_le_TitledFirstName] en difficulté. [corrupt_priest_target.GetIlElleCap] devrait apprendre à l'éviter en utilisant de petits mensonges. Je vais rédiger l'invitation...;Ehrlichkeit hat [corrupt_priest_target.GetTitledFirstName] schon mehr als einmal in Schwierigkeiten gebracht. [corrupt_priest_target.GetSheHeCap] sollte lernen, wie [corrupt_priest_target.GetSheHe] mithilfe kleiner Notlügen solche Situationen vermeidet. Ich werde unverzüglich eine Einladung schreiben ...;;Su honestidad ha metido en problemas a [corrupt_priest_target.GetTitledFirstName] en más de una ocasión. Es preferible que evite los problemas contando mentiras piadosas. Voy a redactar la invitación.;;;;;;;;;x
EVTDESC_MNM_7835_remove_humble;At times, when [corrupt_priest_target.GetSheHe] does not receive his due credit, my agents report it almost seems as if [corrupt_priest_target.GetTitledFirstName] is about to speak up. I will show [corrupt_priest_target.GetHerHim] how it feels to be recognized! I shall write the invitation...;Mes agents me signalent qu'il arrive quand [corrupt_priest_target.Get_le_TitledFirstName] ne reçoit pas les honneurs dus, d'être sur le point de s'en plaindre. Je vais lui montrer comment c'est agréable de se sentir reconnu[corrupt_priest_target.Get_E] ! Je vais rédiger l'invitation...;Meine Beauftragten berichten mir, dass [corrupt_priest_target.GetTitledFirstName] manchmal, wenn [corrupt_priest_target.GetSheHe] nicht die Anerkennung erhält, die [corrupt_priest_target.GetSheHe] verdient, die Stimme erhebt. Ich werde [corrupt_priest_target.Getihmihr] zeigen, wie es ist, wenn man bewundert wird! Ich werde unverzüglich eine Einladung schreiben ...;;Me cuentan mis agentes, que, cuando no se reconoce su contribución, [corrupt_priest_target.GetTitledFirstName] parece a punto de protestar. ¡Tengo que demostrarle lo bien que sienta que celebren los éxitos de uno! Voy a redactar la invitación.;;;;;;;;;x
EVTDESC_MNM_7835_remove_just;[corrupt_priest_target.GetTitledFirstName] has allegedly voiced [corrupt_priest_target.GetHerHis] annoyance that being just is so time-consuming. Surely I can make [corrupt_priest_target.GetFirstName] see how cutting a few corners could save [corrupt_priest_target.GetHerHim] a lot of time. I shall write the invitation...;[corrupt_priest_target.Get_Le_TitledFirstName] a exprimé le regret que se montrer juste prenne autant de temps. Je peux sûrement lui faire comprendre qu'être expéditi[corrupt_priest_target.GetFVe] peut faire gagner un temps précieux. Je vais rédiger l'invitation...;[corrupt_priest_target.GetTitledFirstName] hat sich angeblich darüber ausgelassen, was für eine Zeitverschwendung gerechte Urteile doch seien. Ich kann [corrupt_priest_target.GetFirstName] bestimmt zeigen, wie sich die Sache verkürzen lässt und [corrupt_priest_target.GetSheHe] sich viel Zeit spart. Ich werde unverzüglich eine Einladung schreiben ...;;Se comenta que [corrupt_priest_target.GetTitledFirstName] ha expresado el engorro que supone ser ecuánime, puesto que consume parte de su tiempo. Se me ocurren algunas ideas para hacer que alcance sus veredictos más rápidamente. Voy a redactar la invitación.;;;;;;;;;x
EVTDESC_MNM_7835_remove_kind;Occasionally [corrupt_priest_target.GetTitledFirstName]'s smiles and gentle words seem rather forced. With some help I am sure [corrupt_priest_target.GetSheHe] could come to understand that one does not always need to be all smiles with everyone. I shall write the invitation...;De temps en temps, les sourires et les mots doux [corrupt_priest_target.Get_du_TitledFirstName] semblent un peu contraints. Avec un peu d'aide, je suis sûr[Root.Get_E] qu'[corrupt_priest_target.GetIlElle] pourrait finir par comprendre que l'on n'a pas toujours besoin d'être tout sourire avec tout le monde. Je vais rédiger l'invitation...;Manchmal scheinen das Lächeln und die sanften Worte von [corrupt_priest_target.GetTitledFirstName] wie aufgesetzt. Mit etwas Hilfe wird [corrupt_priest_target.GetSheHe] bestimmt verstehen, dass man nicht immer allen mit einem Lächeln begegnen muss. Ich werde unverzüglich eine Einladung schreiben ...;;A veces, la sonrisa y las palabras amables de [corrupt_priest_target.GetTitledFirstName] parecen forzadas. Debo hacerle ver que no tiene la obligación de sonreírle a todo el mundo las veinticuatro horas del día. Voy a redactar la invitación.;;;;;;;;;x
EVTDESC_MNM_7835_remove_patient;Regular sighs and long, annoyed pauses give away that [corrupt_priest_target.GetTitledFirstName] isn't as patient as is widely thought. Keeping all that frustration pent up inside cannot be healthy. I shall write the invitation...;Des soupirs réguliers et de longs silences agacés indiquent que [corrupt_priest_target.Get_le_TitledFirstName] n'est pas aussi patient[corrupt_priest_target.Get_E] qu'on le pense. Garder toute cette frustration emprisonnée à l'intérieur ne peut pas être sain. Je vais rédiger l'invitation...;Regelmäßig ausgestoßene Seufzer und lange, genervte Pausen lassen erkennen, dass [corrupt_priest_target.GetTitledFirstName] nicht so geduldig ist, wie weithin angenommen wird. All diese Frustration in sich aufzustauen, kann nicht gesund sein. Ich werde unverzüglich eine Einladung schreiben ...;;De los suspiros y las pausas tensas de [corrupt_priest_target.GetTitledFirstName] se desprende que no es tan paciente como todos creen. No debe ser bueno reprimir tanta frustración. Voy a redactar la invitación.;;;;;;;;;x
EVTDESC_MNM_7835_remove_temperate;Some of [corrupt_priest_target.GetTitledFirstName]'s servants reportedly saw [corrupt_priest_target.GetHerHim] sneak into the kitchen at night to enjoy some leftovers. If I could speak to [corrupt_priest_target.GetFirstName] in private I am sure I could convince [corrupt_priest_target.GetHerHim] there is no need for secrecy on these matters. Perhaps [corrupt_priest_target.GetSheHe] would like to visit my court? I shall write the invitation...;Certains des domestiques [corrupt_priest_target.Get_du_TitledFirstName] l'auraient vu[corrupt_priest_target.Get_E] se faufiler dans la cuisine la nuit pour profiter de quelques restes. Si je pouvais lui parler en privé, je suis sûr que je pourrais [corrupt_priest_target.GetLeLa] convaincre qu'il n'y a pas à avoir de secret sur ces questions. Peut-être qu'[corrupt_priest_target.GetIlElle] aimerait visiter ma cour ? Je vais rédiger l'invitation...;Einige Bedienstete von [corrupt_priest_target.GetTitledFirstName] haben [corrupt_priest_target.GetHerHim] offenbar dabei beobachtet, wie [corrupt_priest_target.GetSheHe] sich nächtens in die Küche schlich, um sich über ein paar Reste herzumachen. Wenn ich privat mit [corrupt_priest_target.GetFirstName] reden könnte, könnte ich [corrupt_priest_target.GetHerHim] bestimmt überzeugen, dass er mir nichts vormachen muss. Vielleicht würde [corrupt_priest_target.GetSheHe] gerne meinen Hof besuchen? Ich werde unverzüglich eine Einladung schreiben ...;;Los sirvientes de [corrupt_priest_target.GetTitledFirstName] cuentan que suele colarse de noche en la cocina para comerse las sobras. Debo invitar a [corrupt_priest_target.GetFirstName] a corte para tener un encuentro privado. Quiero hacerle ver que no tiene por que llevar sus hábitos en secreto. Voy a redactar la invitación.;;;;;;;;;x
EVTDESC_MNM_7837_charitable;Using a display of wealth, I managed to convince [corrupt_priest_target.GetTitledFirstName] that sometimes money is of better use in one's own pockets. Thoroughly enticed by the prospect, [corrupt_priest_target.GetSheHe] was most pleased someone had spoken so frankly to him on these matters.;En exposant volontairement des richesses, j'ai réussi à convaincre [corrupt_priest_target.Get_le_TitledFirstName] que parfois l'argent est mieux dans ses propres poches. Attiré[corrupt_priest_target.Get_E] par cette perspective, [corrupt_priest_target.GetIlElle] était très heureu[corrupt_priest_target.GetXSe] que quelqu'un lui ait parlé si franchement de ces questions.;Nach der Zurschaustellung meines Reichtums ist es mir gelungen, [corrupt_priest_target.GetTitledFirstName] zu überzeugen, dass Geld manchmal besser in der eigenen Tasche aufgehoben ist. [corrupt_priest_target.GetSheHeCap] war von dem Gedanken überaus angetan und äußerte sich zufrieden darüber, dass jemand so offen mit [corrupt_priest_target.Getihmihr] über diese Angelegenheit gesprochen hatte.;;Haciendo alarde de mi fortuna, he logrado convencer a [corrupt_priest_target.GetTitledFirstName] de que a veces donde mejor está el dinero es en el bolsillo de uno mismo. La idea le ha gustado y me ha agradecido que le hablara con franqueza de este tema.;;;;;;;;;x
EVTDESC_MNM_7837_chaste;I saw [corrupt_priest_target.GetTitledFirstName]'s glances at the servant during our conversation. With a few encouraging words I got them to seclude themselves, and [corrupt_priest_target.GetFirstName] returned a changed [corrupt_priest_target.GetManWoman]. [corrupt_priest_target.GetSheHeCap] was most pleased with my support!;J'ai vu comment [corrupt_priest_target.Get_le_TitledFirstName] regardait mes domestiques pendant notre conversation. Avec quelques mots encourageants, je les ai amenés à s'isoler, et [corrupt_priest_target.GetFirstName] est devenu[corrupt_priest_target.Get_E] un[corrupt_priest_target.Get_E] autre [corrupt_priest_target.GetManWoman]. [corrupt_priest_target.GetIlElleCap] a été très satisfait[corrupt_priest_target.Get_E] de mon soutien !;Ich habe die Blicke bemerkt, die [corrupt_priest_target.GetTitledFirstName] dem Bediensteten während unseres Gesprächs zugeworfen hat. Mit ein paar ermutigenden Worten habe ich sie dazu gebracht, sich gemeinsam zurückzuziehen, und als [corrupt_priest_target.GetFirstName] zurückkam, war [corrupt_priest_target.GetSheHe] praktisch ein neuer Mensch. [corrupt_priest_target.GetSheHeCap] war sehr zufrieden mit meiner Unterstützung!;;He visto cómo [corrupt_priest_target.GetTitledFirstName] se comía con la mirada a un miembro del servicio mientras conversábamos. Le he dado unos consejos y han acabado a solas en una alcoba. Al salir, [corrupt_priest_target.GetFirstName] era una persona nueva. ¡Mi apoyo le ha dado una gran satisfacción!;;;;;;;;;x
