#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

# Adjusted and given namespace
evt_CK2_933_desc_a;A noble in [Root.Location.GetName] caught me while I was spying there!;Un noble en [Root.Location.GetName] m'a surpris[Root.Get_E] en train d'espionner !;Ein Adliger in [Root.Location.GetName] hat mich beim Spionieren ertappt!;;¡Un noble en [Root.Location.GetName] me descubrió mientras espiaba!;;;;;;;;;x
EVTDESC_LT_20060_fake_book;Many scholars accepted my invitation and gathered for several days discussing not only the book by [Root.GetAuthorName], but also other ancient knowledge. Unfortunately, after much discussion, the book was considered as a forgery, but my court is famous now as a center for scholarly debate, culture and knowledge.;De nombreux érudits ont accepté mon invitation et se sont réunis pendant plusieurs jours pour discuter non seulement du livre de [Root.GetAuthorName], mais aussi d'autres connaissances anciennes. Malheureusement, après de nombreuses discussions, le livre est considéré comme un faux. Néanmoins, ma cour est désormais réputée pour son centre de débats, de culture et de savoir.;Viele Gelehrte nahmen meine Einladung an und versammelten sich mehrere Tage lang, um nicht nur das Buch von [Root.GetAuthorName] zu diskutieren, sondern auch andere alte Werke. Leider wurde das Buch nach langer Diskussion als Fälschung bestätigt, aber trotzdem ist mein Hofe heute als Zentrum für wissenschaftliche Debatten, Kultur und Wissen bekannt.;;Muchos eruditos aceptaron la invitación y se reunieron durante muchos días no solo para discutir el libro de [Root.GetAuthorName], sino también otros conocimientos antiguos. Por desgracia, se consideró que el libro era una falsificación, pero ahora mi corte es famosa como centro de cultura, debate erudito y conocimientos.;;;;;;;;x
EVTDESC_LT_20060_real_book;Many scholars accepted my invitation and gathered for several days discussing not only the book by [Root.GetAuthorName], but also other ancient knowledge. The book was considered as a lost masterpiece and my court is famous now as a center of culture, scholarly debate and knowledge.;De nombreux érudits ont accepté mon invitation et se sont réunis pendant plusieurs jours pour discuter non seulement du livre de [Root.GetAuthorName], mais aussi d'autres connaissances anciennes. Le livre était considéré comme un chef-d'œuvre perdu et ma cour est désormais réputée pour son centre de culture, de débat et de savoir.;Viele Gelehrte nahmen meine Einladung an und versammelten sich mehrere Tage lang, um nicht nur das Buch von [Root.GetAuthorName] zu diskutieren, sondern auch andere alte Werke. Das Buch galt als verlorenes Meisterwerk und mein Hof ist nun als Kultur- und Wissenszentrum berühmt.;;Muchos eruditos aceptaron la invitación y se reunieron durante muchos días no solo para discutir el libro de [Root.GetAuthorName], sino también otros conocimientos antiguos. El libro se consideró una obra maestra y ahora mi corte es famosa como centro de cultura, debate erudito y conocimientos.;;;;;;;;x
EVTDESC_LT_20101.1;While digging the ground during the building of [wonder_or_upgrade.GetName], the workers came across some kind of door for what seems to be a closed chamber.;En creusant le sol pendant la construction de [wonder_or_upgrade.GetName], les travailleurs ont trouvé une sorte de porte de ce qui semble être une pièce fermée.;Während des Baus von [wonder_or_upgrade.GetName] stießen die Arbeiter auf eine Art Tür zu einer scheinbar geschlossenen Kammer.;;Mientras se cavaba para la construcción de [wonder_or_upgrade.GetName], los obreros se toparon con una especie de puerta de lo que parece una cámara cerrada.;;;;;;;;x
EVTDESC_LT_20101.2;The construction overseer on my [wonder_or_upgrade.GetName] just told me a worker fell in a hole while digging and found some bones. It seems to be some kind of old grave.;Le surveillant des travaux de mon [wonder_or_upgrade.GetName] vient de me dire qu'un ouvrier est tombé dans un trou alors qu'il creusait et qu'on y a trouvé des os. Cela semble être une sorte d'ancienne tombe.;Der Bauaufseher der [wonder_or_upgrade.GetName] hat mir gerade erzählt, dass ein Arbeiter beim Graben in ein Loch gefallen ist und dort einige Knochen gefunden hat. Es scheint eine Art altes Grab zu sein.;;El capaz de construcción de mi [wonder_or_upgrade.GetName] me dijo que un obrero se cayó en un agujero mientras cavaba y encontró algunos huesos. Parece alguna especie de tumba antigua.;;;;;;;;x
EVTDESC_LT_20110_accident;While the workers were trying to dig there was a cave-in and several men were buried in the debris. And now we need to clear everything.;Tandis que les ouvriers essayaient de creuser, il y a eu un effondrement et plusieurs hommes ont été ensevelis sous les débris. Et maintenant, nous devons tout nettoyer.;Während die Arbeiter versuchten zu graben, gab es einen Einsturtz und mehrere Männer wurden in den Trümmern begraben. Jetzt müssen wir uns darum kümmern.;;Mientras los obreros cavaban, se produjo un derrumbamiento y varios hombres quedaron enterrados entre los escombros. Ahora tenemos que despejarlo todo.;;;;;;;;x
EVTDESC_LT_20110_found_artifact;The workers dug their way into a large chamber where some old lord was put to rest. In there they found some gold objects and a [found_artifact.GetName].;Les travailleurs se sont frayés un chemin dans une grande chambre où repose un ancien seigneur. Ils y ont trouvé des objets en or et un « [found_artifact.GetName] ».;Die Arbeiter gruben, bis sie auf eine große Kammer stießen, in der ein alter Fürst ruht. Es bedanden sich auch einige Goldobjekte und [found_artifact.GetName] in der Kammer.;;Los obreros excavaron hasta llegar a una cámara grande, donde se enterró a algún señor antiguo. Encontraron algunos objetos de oro y [found_artifact.GetName].;;;;;;;;x
EVTDESC_LT_20110_found_nothing;After a few days digging, all that was found were old bones and broken vases. A waste of time and gold.;Après quelques jours de fouilles, on n'a retrouvé que de vieux os et des vases brisés. Un gaspillage de temps et d'argent.;Nach einigen Tagender Suche wurden nur alte Knochen und zerbrochene Vasen gefunden. Welch Zeit- und Goldverschwendung.;;Tras unos días excavando, todo lo que se encontraron fueron huesos viejos y jarrones rotos. Una pérdida de tiempo y dinero.;;;;;;;;x
EVTDESC_LT_20110_found_valuables_1;After some digging, a big stone appeared, blocking an entrance. When the workers removed the stone, an old tomb was discovered, with a small quantity of silver and gold objects in it.;Après avoir creusé, une grosse pierre est apparue, bloquant une entrée. Lorsque les ouvriers ont enlevé la pierre, une ancienne tombe a été découverte, contenant une petite quantité d'objets en argent et en or.;Nach einigem Graben erschien ein großer Stein, der den Eingang blockierte. Als die Arbeiter den Stein entfernten, wurde ein altes Grab freigelegt, in dem sich eine kleine Menge Silber- und Goldgegenstände befanden.;;Tras unos días excavando, apareció una gran piedra bloqueando la entrada. Cuando los obreros la retiraron, se descubrió una tumba antigua, con una pequeña cantidad de objetos de oro y plata en su interior.;;;;;;;;x
EVTDESC_LT_20110_found_valuables_2;The workers found a number of small connected underground chambers under the [wonder_or_upgrade.GetName] construction site with old burial remains, and a fair amount of silver and gold objects!;Les travailleurs ont trouvé un certain nombre de petites chambres souterraines connectées sous le site de construction de [wonder_or_upgrade.GetName] avec d'anciens restes funéraires et une bonne quantité d'objets en argent et en or !;Die Arbeiter fanden unter der Baustelle der [wonder_or_upgrade.GetName] eine Reihe miteinander verbundener unterirdischer Kammern, die alte Überrest und einer beträchtlichen Menge Silber- und Goldgegenstände enthielten!;;¡Los obreros encontraron una serie de pequeñas cámaras subterráneas interconectadas bajo el lugar de construcción de [wonder_or_upgrade.GetName] con antiguos restos de enterramientos y una considerable cantidad de objetos de oro y plata!;;;;;;;;x
EVTDESC_LT_20201;My master [GetWeaponArmorSmith] came to see me in the throne room. [smith.GetSheHeCap] gestured towards [smith.GetHerHis] numerous assistants, who all carried examples of [smith.GetHerHis] work. 'Does my [Root.GetTitle] have anything special in mind?';Mon maître [GetWeaponArmorSmith] est venu me voir dans la salle du trône. Il fait un signe vers ses nombreux assistants, qui apportent tous des exemples de son travail. « Est-ce que M[Root.GetOnA][Root.GetLordLady] a quelque chose de spécial en tête ? »;Mein [GetWeaponArmorSmith]-Meister kam mich heute im Thronsaal besuchen. [smith.GetSheHeCap] zeige dabei auf [smith.GetHerHis]e zahlreichen Assistenten, die alle Beispiele [smith.GetHerHis]er Arbeit trugen. "Hat mein[Root.GeteFemale] [Root.GetTitle] etwas bestimmtes im Sinn?";;Mi [GetWeaponArmorSmith] viene a verme a la sala del trono. Señala a sus muchos ayudantes que llevan ejemplos de su trabajo. "¿Mi [Root.GetTitle] está pensando en algo en especial?";;;;;;;;x
EVTDESC_LT_20301;I invited [target_character.GetBestName] for a stroll today, saying I had something to show [target_character.GetHerHim]. Eventually we came to stop near my [target_upgrade.GetName]. I waited there in silence for several minutes, while [target_character.GetBestName] grew more and more uncomfortable, before I leaned in to say...;J'ai convié [target_character.Get_only_le_Title][target_character.GetBestName] à une promenade aujourd'hui en lui disant avoir quelque chose à lui montrer. Nous nous arrêtons près de mon [target_upgrade.GetName] où je reste immobile et silencieu[Root.GetXSe] pendant plusieurs minutes ce qui [target_character.GetLeLa] rend de plus en plus mal à l'aise. Je me penche alors pour lui dire...;Ich habe heute [target_character.GetBestName] zu einem Spaziergang eingeladen und gesagt, dass ich [target_character.GetHerHim] etwas zeigen muss. Irgendwann kamen wir in die Nähe meines [target_upgrade.GetName]. Dort habe ich einige Minuten schweigend gewartet, während [target_character.GetBestName] immer unbehaglicher zumute wurde, bis ich schließlich sagte ...;;Hoy invité a [target_character.GetBestName] a dar un paseo, diciendo que tenía algo que mostrarle. Acabamos deteniéndonos cerca de mi [target_upgrade.GetName]. Esperé en silencio unos cuantos minutos, mientras [target_character.GetBestName] cada vez se sentía más incómod[target_character.GetOA] hasta que me incliné para decir…;;;;;;;;;x
EVTDESC_LT_20301_evil_reaction;I invited [target_character.GetBestName] on a stroll today, saying I had something to show [target_character.GetHerHim]. Eventually we came to stop near my [target_upgrade.GetName]. I waited there in silence for several minutes, but [target_character.GetSheHe] seemed to be enjoying the view. Then I said...;J'ai convié [target_character.Get_only_le_Title][target_character.GetBestName] à une promenade aujourd'hui en lui disant avoir quelque chose à lui montrer. Nous nous arrêtons près de mon [target_upgrade.GetName] où je reste immobile et silencieu[Root.GetXSe] pendant plusieurs minutes, tandis qu'[target_character.GetIlElle] semble simplement apprécier ce qu'[target_character.GetIlElle] voit. Puis je lui dis...;Ich habe heute [target_character.GetBestName] zu einem Spaziergang eingeladen und gesagt, dass ich [target_character.GetHerHim] etwas zeigen muss. Irgendwann kamen wir in die Nähe meines [target_upgrade.GetName]. Dort habe ich einige Minuten schweigend gewartet, doch [target_character.GetSheHe] schien die Aussicht zu genießen. Schließlich sagte ich ...;;Hoy invité a [target_character.GetBestName] a dar un paseo, diciendo que tenía algo que mostrarle. Acabamos deteniéndonos cerca de mi [target_upgrade.GetName]. Esperé en silencio unos cuantos minutos, pero parecía que a [target_character.GetElElla] le gustaban las vistas. Entonces dije…;;;;;;;;;x
EVTDESC_LT_20310;[target_character.GetBestName] just laughed at me! A lot! How dare [target_character.GetSheHe]?! I even shouted at a servant this morning, when her giggling woke me up. I... I can still hear [target_character.GetTitledFirstName] laughing, mocking me in my dreams.;[target_character.Get_only_Le_Title][target_character.GetBestName] s'est simplement moqué[target_character.Get_E] de moi ! Comment a-t-[target_character.GetIlElle] osé ?! J'ai même crié sur une servante ce matin, quand son rire m'a réveillé. Je... je peux encore entendre son rire...;[target_character.GetBestName] hat mich einfach ausgelacht! Ununterbrochen! Wie kann[target_character.GetSheHe] es wagen!? Ich habe sogar heute Morgen eine Dienerin angeschrien, als diese leise kicherte. Ich ... ich kann [target_character.GetTitledFirstName] noch immer in meinen Träumen lachen hören, wie [target_character.GetSheHe] mich verspottet.;;¡[target_character.GetBestName] se rio de mí! ¡Muchísimo! ¿Cómo osó? Hasta le grité a una sirvienta, porque sus risitas me despertaron. Aún oigo sus carcajadas, burlándose de mí en sueños.;;;;;;;;;x
EVTDESC_LT_20405;[From.GetBestName] invited me to meet [From.GetHerHim] in the [target_upgrade.GetName] of the [target_wonder.GetName].;[From.Get_only_Le_Title][From.GetBestName] m'a invité à [From.GetLeLa] rencontrer dans le [target_upgrade.GetName] du [target_wonder.GetName].;[From.GetBestName] lud mich dazu ein, [From.Getihnsie] im [target_upgrade.GetName] von [target_wonder.GetName] zu treffen.;;[From.GetBestName] me ha invitado a reunirme con [From.GetElElla] en el [target_upgrade.GetName] del/de la [target_wonder.GetName].;;;;;;;;x
EVTDESC_LT_20410;[target_character.GetBestName] accepted my invitation to meet in the seclusion of the [target_upgrade.GetName] in the [target_wonder.GetName]. After some time talking...;[target_character.Get_only_Le_Title][target_character.GetBestName] a accepté mon invitation à nous retrouver seul à seul au [target_upgrade.GetName] dans le [target_wonder.GetName]. Après un moment de conversation...;[target_character.GetBestName] hat meine Einladung zu einem Treffen in der Abgeschiedenheit von [target_upgrade.GetName] im [target_wonder.GetName] akzeptiert. Nach einiger Zeit des Redens ...;;[target_character.GetBestName] aceptó la invitación de reunirse conmigo en la soledad de [target_upgrade.GetName] en el/la [target_wonder.GetName]. Tras hablar un rato…;;;;;;;;x
EVTDESC_LT_20412;[target_character.GetBestName] [target_character.GetPoliteRefuse] declined my invitation me to meet in the seclusion of the [target_upgrade.GetName] in the [target_wonder.GetName].;[target_character.Get_only_Le_Title][target_character.GetBestName] a [target_character.GetPoliteRefuse] décliné mon invitation à me rencontrer seul à seul au [target_upgrade.GetName] dans le [target_wonder.GetName].;[target_character.GetBestName] lehnte die Einladung [target_character.GetPoliteRefuse] ab, mich in der Abgeschiedenheit von [target_upgrade.GetName] im [target_wonder.GetName] zu treffen.;;[target_character.GetBestName] [target_character.GetPoliteRefuse] rechazó la invitación de vernos en la soledad de [target_upgrade.GetName] en el/la [target_wonder.GetName]..;;;;;;;;x
